formula_id,canonical_name,formula_type_inferred,formula_family_id,alias_list,alias_count,component_count_display_ready,component_source_formula_count,unique_question_count,question_event_count,out_relation_count,in_relation_count,as_base_variant_count,as_variant_to_base_count,canonical_confidence,review_count,ontology_policy
can_4014424d11,犀角地黃湯,standard_or_unspecified_formula,ffam_53f5f27cc3e4,,0,4.0,0,20.0,20.0,23.0,9.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_643641a607,羌活勝濕湯,standard_or_unspecified_formula,ffam_d9d6f2357407,羌活勝濕湯,1,7.0,0,20.0,20.0,22.0,19.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_48048e7873,藿朴夏苓湯,standard_or_unspecified_formula,ffam_50a25804a722,,0,0,0,20.0,20.0,14.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_925f271bd5,身痛逐瘀湯,standard_or_unspecified_formula,ffam_aa327f103d5b,,0,12.0,0,20.0,20.0,27.0,16.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_c01496e908,附子理中湯,standard_or_unspecified_formula,ffam_976811e4e53a,附子理中湯,1,5.0,0,20.0,20.0,19.0,15.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_1ac5dea113,茱萸湯,standard_or_unspecified_formula,ffam_74c6f9e8e944,茱萸湯,1,0,0,19.0,22.0,7.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_74f9809d8c,防己茯苓湯,standard_or_unspecified_formula,ffam_c03a84560151,防己茯苓湯,1,0,0,19.0,22.0,8.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_f6f14b7644,桂枝加黃耆湯,base_or_family_formula,ffam_54e01fe1716b,桂枝加黃耆湯,1,0,0,19.0,20.0,26.0,9.0,1,4,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6727bb4e93,四物湯,named_variant_or_modified_formula,ffam_d6e50f68c829,四物湯,1,4.0,0,19.0,23.0,17.0,18.0,0,1,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_0a37d31346,小薊飲子,standard_or_unspecified_formula,ffam_fd4852914e3d,,0,10.0,0,19.0,19.0,24.0,12.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_49d38c2f30,新加黃龍湯,standard_or_unspecified_formula,ffam_281486a12c3b,,0,0,0,19.0,19.0,14.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_d46a775b19,清營湯,standard_or_unspecified_formula,ffam_aaeac5270c2d,,0,0,0,19.0,19.0,18.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_f95db4ef04,濟生腎氣丸,standard_or_unspecified_formula,ffam_c471b96ec1f9,,0,10.0,0,19.0,19.0,26.0,17.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_18598e5f75,益胃湯,standard_or_unspecified_formula,ffam_af987decc153,,0,5.0,0,19.0,19.0,20.0,16.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_cbf0400be4,黃連湯,standard_or_unspecified_formula,ffam_bc06b6987c60,黃連湯,1,0,0,18.0,19.0,13.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b7bc26913a,小半夏加茯苓湯,base_or_family_formula,ffam_277b54ec6ad1,小半夏加茯苓湯|小半夏茯苓湯,2,0,0,18.0,18.0,21.0,15.0,1,3,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_3cc2b920c5,滌痰湯,standard_or_unspecified_formula,ffam_0727bf74a75c,,0,10.0,0,18.0,19.0,27.0,17.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_74372b1dfb,生薑瀉心湯,standard_or_unspecified_formula,ffam_b3970eec965c,生薑瀉心湯,1,0,0,18.0,18.0,9.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ac6aa9ff6c,大半夏湯,standard_or_unspecified_formula,ffam_f0abda2233a1,大半夏湯,1,0,0,17.0,19.0,15.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2492d0d413,紫雪丹,standard_or_unspecified_formula,ffam_f2861d3f9efc,,0,0,0,17.0,19.0,20.0,2.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_fa297aa0fd,柴胡加龍骨牡蠣湯,named_variant_or_modified_formula,ffam_c0a94a2a6bf2,柴胡加龍骨牡蠣湯,1,0,0,17.0,18.0,20.0,7.0,0,1,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_247f1b5b99,白朮散,standard_or_unspecified_formula,ffam_1eb071522701,白朮散,1,6.0,0,17.0,18.0,24.0,22.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_57fa2fb829,小陷胸湯,standard_or_unspecified_formula,ffam_5a353c915fb5,小陷胸湯,1,0,0,17.0,17.0,10.0,7.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_e2a38b6c0c,百合知母湯,standard_or_unspecified_formula,ffam_6bb80571fcc9,百合知母湯,1,0,0,17.0,17.0,5.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_4bc4dfa755,越婢加半夏湯,base_or_family_formula,ffam_72cfae04aa56,越婢加半夏湯,1,0,0,16.0,27.0,15.0,10.0,1,3,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_1fe720a5ed,達原飲,standard_or_unspecified_formula,ffam_a5a0667772f3,,0,0,0,16.0,19.0,10.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_c0e3df661a,桂枝生薑枳實湯,standard_or_unspecified_formula,ffam_f6b331d01144,桂枝生薑枳實湯,1,0,0,16.0,18.0,6.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_60d2d48034,半夏白朮天麻湯,base_or_family_formula,ffam_d64e71a66d53,半夏天麻白朮湯,1,8.0,0,16.0,16.0,20.0,11.0,2,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_358cae3d1c,地黃飲子,standard_or_unspecified_formula,ffam_1ae82cfe9463,,0,15.0,0,16.0,16.0,31.0,10.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_69f65eeb62,大黃硝石湯,standard_or_unspecified_formula,ffam_54dfa4a4e068,大黃硝石湯,1,0,0,16.0,16.0,9.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6d61afc89b,左金丸,standard_or_unspecified_formula,ffam_18023841034a,,0,2.0,0,16.0,17.0,9.0,16.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ce8bd1a722,沉香散,standard_or_unspecified_formula,ffam_39210364742d,,0,9.0,0,16.0,16.0,22.0,12.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_75309e9211,玉屏風散,standard_or_unspecified_formula,ffam_8fd4009f35a7,,0,3.0,0,16.0,16.0,11.0,12.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_3d3fbd3db7,鎮肝熄風湯,standard_or_unspecified_formula,ffam_19ab0352edde,,0,12.0,0,16.0,16.0,30.0,16.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_1eea215250,乾薑附子湯,standard_or_unspecified_formula,ffam_556da04f1d90,乾薑附子湯,1,0,0,15.0,19.0,3.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_e4355f999b,桂枝加桂湯,base_or_family_formula,ffam_54e01fe1716b,枝加桂湯|桂枝加桂湯|桂枝加桂湯【傷寒|桂枝加桂湯【金匱,4,0,0,15.0,19.0,20.0,7.0,1,4,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_116bc8aefe,人參湯,standard_or_unspecified_formula,ffam_a0876b22c590,人參湯,1,0,0,15.0,18.0,7.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ec1a31ebb3,甘草乾薑湯,standard_or_unspecified_formula,ffam_d3ad8a01724c,甘草乾薑湯|甘草乾薑湯【傷寒|甘草乾薑湯【金匱,3,0,0,15.0,16.0,11.0,7.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_56f23628d0,八珍湯,standard_or_unspecified_formula,ffam_d54e35485db0,,0,8.0,0,15.0,15.0,21.0,12.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2f379c2dbf,加減復脈湯,standard_or_unspecified_formula,ffam_027a1ae50c33,,0,0,0,15.0,15.0,6.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_37cf56cba2,大補元煎,standard_or_unspecified_formula,ffam_e3a0bdc16c78,,0,8.0,0,15.0,15.0,24.0,20.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_7ac926917c,宣痹湯,base_or_family_formula,ffam_027f73073d0c,宣痹陽,1,9.0,0,15.0,15.0,23.0,12.0,3,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_740106379c,左歸丸,standard_or_unspecified_formula,ffam_41693ec92ae6,,0,8.0,0,15.0,16.0,20.0,12.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_9883cebd72,瀉白散,base_or_family_formula,ffam_79ebb9b442c1,瀉白散,1,4.0,0,15.0,15.0,18.0,19.0,1,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_86b453bfa7,大黃黃連瀉心湯,standard_or_unspecified_formula,ffam_23c16e543963,大黃黃連瀉心湯,1,0,0,14.0,18.0,3.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_17af992be4,己椒藶黃丸,standard_or_unspecified_formula,ffam_b6dfa57c8385,己椒藶黃丸,1,0,0,14.0,15.0,9.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_44e33a80aa,柴胡疏肝湯,standard_or_unspecified_formula,ffam_f00a4a5f434a,,0,7.0,0,14.0,16.0,20.0,13.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_7161b48257,梔子大黃湯,standard_or_unspecified_formula,ffam_79492e8e450b,梔子大黃湯,1,0,0,14.0,15.0,9.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_e8a9b7ca92,六君子湯,named_variant_or_modified_formula,ffam_b5b608504480,,0,6.0,0,14.0,15.0,24.0,32.0,0,1,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_3b1c41d01b,右歸丸,standard_or_unspecified_formula,ffam_5aca2debc8ac,,0,10.0,0,14.0,14.0,27.0,16.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_4b61b5b9da,四君子湯,base_or_family_formula,ffam_c9b4c344a20d,四君子湯,1,4.0,0,14.0,14.0,17.0,17.0,1,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a3286a6539,少腹逐瘀湯,standard_or_unspecified_formula,ffam_bb19c68c5bbf,少腹逐瘀湯,1,10.0,0,14.0,14.0,25.0,11.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_7c0a458bd2,旋覆代赭石湯,standard_or_unspecified_formula,ffam_fabb4326e574,旋覆代赭石湯,1,0,0,14.0,14.0,7.0,7.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_d02d5ea55c,木防己湯,base_or_family_formula,ffam_ebc75afb67cd,木防己湯|木防己湯木防己湯去石膏,2,0,0,14.0,14.0,10.0,7.0,1,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_41457d0002,柴胡桂枝湯,standard_or_unspecified_formula,ffam_d2d512c9a3ba,柴胡桂枝湯,1,0,0,14.0,14.0,15.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_e2bd2dc237,桂枝甘草龍骨牡蠣湯,standard_or_unspecified_formula,ffam_7bb6fd269a6a,桂枝甘草龍骨牡蠣湯,1,0,0,14.0,14.0,16.0,7.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_75cbba997a,無比山藥丸,standard_or_unspecified_formula,ffam_4af8f100a736,,0,12.0,0,14.0,14.0,28.0,11.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_1efb2a8734,王氏連朴飲,standard_or_unspecified_formula,ffam_f16bdc91c070,,0,0,0,14.0,14.0,9.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_466f3263b0,瓜蒂散,standard_or_unspecified_formula,ffam_90a0e6d704cb,瓜蒂散|瓜蒂散【傷寒|瓜蒂散【金匱,3,0,0,14.0,14.0,10.0,6.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_87a23fc431,甘露飲,standard_or_unspecified_formula,ffam_6a156a31f59a,甘露飲,1,10.0,0,14.0,14.0,25.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_bc4177e44c,白虎桂枝湯,standard_or_unspecified_formula,ffam_27e0cc074685,,0,5.0,0,14.0,14.0,14.0,11.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_602103a846,翹荷湯,standard_or_unspecified_formula,ffam_2e4895ae226c,,0,0,0,14.0,14.0,6.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_78057b3b1b,通脈四逆加豬膽汁湯,named_variant_or_modified_formula,ffam_b4881645aec1,通脈四逆加豬膽汁湯,1,0,0,13.0,16.0,6.0,1.0,0,1,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_d21b4c22dd,黃土湯,standard_or_unspecified_formula,ffam_2486856f7d79,黃土湯,1,1.0,0,13.0,17.0,32.0,10.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_70d8a89772,桂枝附子湯,base_or_family_formula,ffam_e414e0d7c4bc,桂枝附子湯|桂枝附子湯【傷寒|桂枝附子湯【金匱,3,0,0,13.0,14.0,11.0,7.0,1,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_f63dbab021,當歸生薑羊肉湯,standard_or_unspecified_formula,ffam_093b0cd2792d,當歸生薑羊肉湯,1,0,0,13.0,14.0,6.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_0042353966,百合雞子湯,standard_or_unspecified_formula,ffam_f0c0f994f3ab,百合雞子湯,1,0,0,13.0,14.0,4.0,2.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_996928da14,二妙散,standard_or_unspecified_formula,ffam_e34486ad4db8,,0,2.0,0,13.0,13.0,9.0,17.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2523049667,大建中湯,standard_or_unspecified_formula,ffam_e2df4d0d429a,大建中湯,1,0,0,13.0,13.0,9.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6a20369ddb,旋覆花湯,standard_or_unspecified_formula,ffam_b0bc79af4dc7,旋覆花湯,1,1.0,0,13.0,13.0,13.0,10.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_71c0518c06,桂枝麻黃各半湯,standard_or_unspecified_formula,ffam_12ccf8d435b6,桂枝麻黃各半湯,1,0,0,13.0,13.0,9.0,2.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
